"","16S-bodega-bay-fecal-experiment_Blank.1","16S-bodega-bay-fecal-experiment_Blank.10","16S-bodega-bay-fecal-experiment_Blank.11","16S-bodega-bay-fecal-experiment_Blank.12","16S-bodega-bay-fecal-experiment_Blank.2","16S-bodega-bay-fecal-experiment_Blank.3","16S-bodega-bay-fecal-experiment_Blank.4","16S-bodega-bay-fecal-experiment_Blank.5","16S-bodega-bay-fecal-experiment_Blank.6","16S-bodega-bay-fecal-experiment_Blank.7","16S-bodega-bay-fecal-experiment_Blank.8","16S-bodega-bay-fecal-experiment_Blank.9","16S-bodega-bay-fecal-experiment_CC.B.1.1","16S-bodega-bay-fecal-experiment_CC.B.1.2","16S-bodega-bay-fecal-experiment_CC.B.1.3","16S-bodega-bay-fecal-experiment_CC.B.2.1","16S-bodega-bay-fecal-experiment_CC.B.2.2","16S-bodega-bay-fecal-experiment_CC.B.2.3.1","16S-bodega-bay-fecal-experiment_CC.B.3.1","16S-bodega-bay-fecal-experiment_CC.B.3.2","16S-bodega-bay-fecal-experiment_CC.B.3.3","16S-bodega-bay-fecal-experiment_CC.B.4.1","16S-bodega-bay-fecal-experiment_CC.B.4.2","16S-bodega-bay-fecal-experiment_CC.B.4.3","16S-bodega-bay-fecal-experiment_CC.SG.1.1","16S-bodega-bay-fecal-experiment_CC.SG.1.2","16S-bodega-bay-fecal-experiment_CC.SG.1.3","16S-bodega-bay-fecal-experiment_CC.SG.2.1","16S-bodega-bay-fecal-experiment_CC.SG.2.2","16S-bodega-bay-fecal-experiment_CC.SG.2.3","16S-bodega-bay-fecal-experiment_CC.SG.3.1","16S-bodega-bay-fecal-experiment_CC.SG.3.2","16S-bodega-bay-fecal-experiment_CC.SG.3.3","16S-bodega-bay-fecal-experiment_CC.SG.4.1","16S-bodega-bay-fecal-experiment_CC.SG.4.2","16S-bodega-bay-fecal-experiment_CC.SG.4.3","16S-bodega-bay-fecal-experiment_MM.B.1.1","16S-bodega-bay-fecal-experiment_MM.B.1.2","16S-bodega-bay-fecal-experiment_MM.B.1.3","16S-bodega-bay-fecal-experiment_MM.B.2.1","16S-bodega-bay-fecal-experiment_MM.B.2.2","16S-bodega-bay-fecal-experiment_MM.B.2.3","16S-bodega-bay-fecal-experiment_MM.B.3.1","16S-bodega-bay-fecal-experiment_MM.B.3.2","16S-bodega-bay-fecal-experiment_MM.B.3.3","16S-bodega-bay-fecal-experiment_MM.B.4.1","16S-bodega-bay-fecal-experiment_MM.B.4.2","16S-bodega-bay-fecal-experiment_MM.B.4.3","16S-bodega-bay-fecal-experiment_MM.SG.1.1","16S-bodega-bay-fecal-experiment_MM.SG.1.2","16S-bodega-bay-fecal-experiment_MM.SG.1.3","16S-bodega-bay-fecal-experiment_MM.SG.2.1","16S-bodega-bay-fecal-experiment_MM.SG.2.2","16S-bodega-bay-fecal-experiment_MM.SG.2.3","16S-bodega-bay-fecal-experiment_MM.SG.3.1","16S-bodega-bay-fecal-experiment_MM.SG.3.2","16S-bodega-bay-fecal-experiment_MM.SG.3.3","16S-bodega-bay-fecal-experiment_MM.SG.4.1","16S-bodega-bay-fecal-experiment_MM.SG.4.2","16S-bodega-bay-fecal-experiment_MM.SG.4.3","16S-bodega-bay-fecal-experiment_NegCtrl1","16S-bodega-bay-fecal-experiment_NegCtrl2","16S-bodega-bay-fecal-experiment_WP.MFH.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.1.2","16S-bodega-bay-fecal-experiment_WP.MFH.1.3","16S-bodega-bay-fecal-experiment_WP.MFH.2.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.2.2","16S-bodega-bay-fecal-experiment_WP.MFH.2.3","16S-bodega-bay-fecal-experiment_WP.MFH.3.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.3.2","16S-bodega-bay-fecal-experiment_WP.MFH.3.3","16S-bodega-bay-fecal-experiment_WP.MFH.4.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.4.2","16S-bodega-bay-fecal-experiment_WP.MFH.4.3","16S-bodega-bay-fecal-experiment_WP.MFL.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.1.2","16S-bodega-bay-fecal-experiment_WP.MFL.1.3","16S-bodega-bay-fecal-experiment_WP.MFL.2.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.2.2.1","16S-bodega-bay-fecal-experiment_WP.MFL.2.3.1","16S-bodega-bay-fecal-experiment_WP.MFL.3.1","16S-bodega-bay-fecal-experiment_WP.MFL.3.2","16S-bodega-bay-fecal-experiment_WP.MFL.3.3","16S-bodega-bay-fecal-experiment_WP.MFL.4.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.4.2","16S-bodega-bay-fecal-experiment_WP.MFL.4.3","16S-bodega-bay-fecal-experiment_WP.SG.1.1","16S-bodega-bay-fecal-experiment_WP.SG.1.2","16S-bodega-bay-fecal-experiment_WP.SG.1.3","16S-bodega-bay-fecal-experiment_WP.SG.2.1","16S-bodega-bay-fecal-experiment_WP.SG.2.2","16S-bodega-bay-fecal-experiment_WP.SG.2.3","16S-bodega-bay-fecal-experiment_WP.SG.3.1","16S-bodega-bay-fecal-experiment_WP.SG.3.2","16S-bodega-bay-fecal-experiment_WP.SG.3.3","16S-bodega-bay-fecal-experiment_WP.SG.4.1","16S-bodega-bay-fecal-experiment_WP.SG.4.2","16S-bodega-bay-fecal-experiment_WP.SG.4.3","16S-bodega-bay-fecal-experiment_Zymo.Ctrl1","16S-bodega-bay-fecal-experiment_Zymo.Ctrl2"
"1.1.1.49",0,25555,2858,44,867,4531,1174,2326,999,911,7471,327,4205,13983,15046,6028,6494,7412,13730,18225,18134,8722,11474,14229,4599,9923,5972,10582,9670,6902,9382,229855,28400,15666,10236,16092,8835,12836,2754,27417,16684,12774,7301,7995,11167,19934,15183,15524,15411,8169,14,10946,17799,9830,13913,15232,14293,15034,18814,14208,1990,328,13422,25557,18729,10059,10899,7976,13361,15442,14882,10685,9915,8705,15198,13188,8232,15017,12609,8665,21681,18531,7140,7304,5871,13737,7486,9807,10205,12987,9426,2217,11394,10159,10028,10400,15160,11768,11879,16137
"1.1.1.51",0,132,215,0,0,223,12,508,0,0,0,0,167,630,384,168,290,638,632,903,1482,1228,1521,1444,173,421,509,878,980,385,768,23920,3824,614,1622,2148,887,1193,299,1463,895,275,665,728,1092,1319,2146,2037,1156,564,0,727,1726,1224,1196,1202,1174,1306,1156,1334,265,0,1165,4169,2631,215,1251,708,1666,926,1144,1008,1306,555,1353,1370,995,904,570,433,1738,1556,488,245,236,906,432,645,482,948,1236,355,706,449,270,742,1083,395,0,0
"1.1.1.53",0,670,528,10,93,795,203,0,719,334,562,9,622,3406,3201,732,1062,1753,2071,3383,4518,2274,2624,3334,761,1731,1101,2363,1827,1202,2175,42731,5897,2406,2332,4876,1834,2355,508,4538,2381,1261,1502,1484,2194,1750,3646,3443,2846,1453,0,2160,3595,2067,2658,2945,3452,3278,3253,2852,586,11,3580,8474,5663,2995,3131,1946,3480,4274,4262,2661,2535,2145,4403,3760,2710,3546,2623,2068,5906,5102,2050,1865,1850,3613,802,1343,1282,1673,1726,441,1762,1563,1478,1667,1837,1825,0,0
"1.1.1.56",0,0,35,0,0,61,55,0,19,311,0,0,40,397,258,34,118,76,214,368,412,100,214,238,61,130,46,151,240,145,123,3906,424,169,225,419,118,73,0,217,148,43,44,130,205,280,211,122,124,65,0,158,208,192,253,218,127,174,122,186,145,0,117,547,250,158,140,57,253,312,222,168,52,160,199,197,95,146,70,27,260,318,41,40,127,222,54,100,122,186,166,16,175,120,152,95,160,109,0,0
"1.1.1.57",0,836,223,28,156,1907,16,576,92,679,1871,273,296,984,710,376,1109,1770,1098,1825,3016,2165,2909,2700,303,806,862,2000,1786,865,2428,46929,5440,1229,2889,4874,794,1310,262,1005,796,278,576,756,1212,7740,2731,3223,920,514,0,776,2334,1446,1189,1178,1989,1392,1196,1690,1056,11,2098,4246,4901,1462,1881,1519,4152,2318,2710,2669,3457,1317,2533,2415,1858,5574,5270,3540,4233,2855,1550,1611,670,4434,875,867,639,1554,1636,311,759,458,630,746,1404,472,2688,3613
"1.1.1.58",0,119,179,33,41,342,0,256,379,0,494,0,196,622,625,287,607,398,552,750,1088,765,1220,1063,181,472,283,939,847,666,2588,20718,1863,541,1052,1577,164,519,18,569,362,202,333,139,419,2677,776,1100,390,160,0,257,866,477,344,463,726,602,673,654,0,0,1730,3342,3644,955,1065,1273,3348,1518,1552,2214,3123,698,2297,1645,1156,3723,3287,2190,2849,2254,2004,1185,515,3132,408,206,223,556,655,121,255,283,226,264,598,329,5254,7479
"1.1.1.6",0,94,431,10,58,584,0,3,37,0,675,21,57,183,250,109,237,45,264,189,325,479,533,626,87,122,71,167,196,178,193,6980,895,388,292,2075,436,609,123,944,653,491,292,267,513,416,570,856,542,392,0,311,699,462,458,532,228,572,665,337,79,0,394,605,582,231,553,521,197,612,414,238,160,316,655,528,408,87,153,52,549,715,160,128,213,213,173,175,220,379,303,131,161,150,149,203,433,277,1400,1882
"1.1.1.60",0,11860,1244,6,465,2636,1043,2678,703,1300,3986,289,2740,8140,8608,3002,3802,4813,7975,11920,13265,6679,8341,10498,2399,5433,3219,6579,6166,3938,7174,144649,16355,8051,6705,10312,5300,7489,1535,16280,9814,6371,4506,4468,6588,14201,10818,11324,8763,4461,0,6581,11528,6178,8045,8790,9524,9237,11047,8906,1298,198,11495,21445,16351,8123,8684,6180,9757,14241,11625,7885,7689,6952,12769,11587,7719,12650,11118,7961,17040,15394,7090,7214,5739,12480,4053,4467,5312,7301,5348,1181,5650,5329,5675,5065,7803,5952,2975,3973
"1.1.1.61",0,388,62,5,55,401,7,392,12,311,1042,72,50,434,249,126,484,623,392,1060,1524,1270,1604,1481,96,381,339,886,892,413,1904,22536,2713,463,1564,2216,458,643,143,623,464,171,352,448,701,3296,1546,1634,438,224,0,395,1442,808,628,671,1042,666,626,792,93,0,1556,3114,3518,1246,1459,1230,2678,2070,1927,1797,2424,834,2141,1811,1504,3884,3834,2419,3334,2840,1518,1453,698,3422,364,354,189,690,890,157,262,175,263,198,663,187,785,1057
"1.1.1.62",0,31,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,5,15,0,10,9,0,0,0,0,5,0,0,0,16,0,0,4,0,0,12,17,0,0,0,15,0,0,0,12,6,0,17,0,0,19,18,0,21,26,0,30,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.1.65",0,3356,395,0,332,852,2,2505,798,334,3220,273,488,1581,1669,704,990,1487,1418,1937,2292,1192,1142,2017,488,862,635,1428,1133,981,528,22577,3410,1996,1298,1728,876,1328,237,2482,1392,970,824,661,1137,871,1580,1685,1607,790,0,1428,2158,980,1426,1656,2826,2288,2088,1632,559,258,1908,2316,1488,1650,1430,776,982,2211,2436,1132,529,1509,1902,1706,864,1808,1493,1336,2464,1599,952,1126,1038,1726,561,820,972,852,687,174,1491,1130,1594,1252,1304,1104,333,442
"1.1.1.67",0,888,248,0,162,1502,9,108,474,622,2004,273,226,978,720,381,948,1426,1038,1606,2730,1807,2380,2552,229,530,683,1609,1327,797,2674,38494,4685,1033,2786,4663,512,950,165,884,623,128,474,590,965,4405,2171,2322,598,356,0,630,1806,1195,968,1005,1760,1070,832,1364,973,11,2478,4694,5196,1364,1912,1527,4402,2470,3276,2786,3128,1463,3018,2519,1772,5588,5423,3332,4472,3238,1820,1887,724,4647,645,569,372,994,1324,218,674,387,422,591,1104,412,0,0
"1.1.1.69",0,15737,981,20,520,2502,369,2705,1124,694,4176,420,2166,6510,6509,2728,4126,6604,7244,10139,13968,7974,9797,11985,2106,5229,4004,8192,6814,4412,10188,178821,22940,7544,9336,15322,4396,6673,1439,10286,6175,3022,3905,3731,6076,14450,10904,11374,6344,3352,0,4762,11156,6274,6958,8005,10755,7958,8245,8885,845,163,12328,25290,17990,7788,8453,6994,14818,12835,15044,11126,13359,7079,13514,11268,7542,18290,15718,10354,19013,15103,8286,7926,4361,15931,3648,4614,4077,8043,6503,1371,5149,4222,4683,4794,7708,4368,1367,1860
"1.1.1.76",0,8598,674,6,156,1425,96,1562,433,311,1533,40,472,1923,1700,614,1093,1884,2290,3527,4068,2700,3291,3482,828,1579,1320,2588,2201,1267,2625,59458,8107,2415,3264,7610,1708,2720,564,3652,2182,825,1603,1563,2415,4550,4713,4748,2622,1474,0,1895,4084,2929,2863,3179,3297,3285,3340,3215,131,28,3173,8478,5759,2092,3083,1996,3294,3981,3166,2184,2845,1878,4187,3510,2639,3298,2661,1892,5366,4814,1882,1739,1216,3720,1123,1607,1296,2522,2536,587,2084,1606,1517,1568,2450,1429,8035,11001
"1.1.1.77",0,102,70,0,62,462,0,243,64,0,113,0,218,610,562,308,256,202,728,881,760,202,314,394,177,389,225,296,311,223,96,6346,606,635,216,226,320,527,158,752,563,326,128,213,218,400,368,370,396,251,0,273,454,270,314,356,316,336,464,525,0,0,352,376,33,110,71,98,34,189,142,154,220,151,95,82,44,35,19,35,40,50,64,33,48,0,264,310,340,822,358,106,538,488,530,428,648,491,1084,1477
"1.1.1.79",0,10265,1244,5,821,2115,322,676,211,622,3739,251,390,1597,1247,596,1477,1886,1868,3169,4692,3266,4585,4084,514,1269,1227,2735,2454,1270,3734,71660,8726,1653,4467,8978,1362,2159,451,2478,1671,510,1221,1399,2166,6403,4934,4977,1754,1183,0,1512,4246,2751,2271,2261,3070,2480,2397,2880,1016,51,3874,7910,7896,1838,3214,2646,5653,4062,4050,4221,5967,1884,4470,4068,3156,7698,7625,4539,6190,5604,2289,2248,1242,6272,1224,1281,1052,2424,2850,647,1336,947,913,1096,2548,910,5740,8116
"1.1.1.8",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.1.81",0,10265,1104,5,836,1696,322,676,211,622,3739,251,381,1677,1090,576,1344,1978,1642,3181,4826,3548,4871,4396,412,1117,1140,2685,2510,1298,3956,74484,9267,1634,4791,9338,1611,2360,517,2764,1833,468,1448,1571,2420,6380,5525,5512,1984,1137,0,1569,4483,2865,2481,2401,3227,2704,2607,2959,1016,51,4248,9858,9349,1949,3638,2880,6432,4376,4607,4369,6201,2087,5014,4652,3607,8144,7838,4738,7216,6312,2528,2365,1354,6723,1242,1257,1017,2340,3033,672,1277,844,725,1209,2558,900,5740,8116
"1.1.1.83",0,10022,13,0,330,646,23,284,84,15,3834,79,479,1022,1256,528,430,455,875,1627,1617,643,694,1040,235,552,205,691,709,460,1008,13676,2023,738,392,3260,611,729,130,1749,947,552,473,387,780,777,825,874,813,383,0,653,1343,437,876,868,1578,1154,1034,918,288,65,1672,2910,2109,1504,1116,683,1173,2228,1853,984,450,1112,2033,1583,1030,1373,1330,932,2790,2634,1091,1087,1229,1570,278,337,395,602,310,35,509,524,704,433,568,588,4170,6002
"1.1.1.85",0,18047,5274,98,831,5631,2022,3665,2142,1533,8677,689,9916,28080,30320,13275,12933,14420,28330,35341,35244,15554,21709,26033,9841,22351,12097,21242,19068,13908,17441,431535,51535,28715,17461,27559,16157,23799,5156,47468,29707,22284,11769,13282,18836,30020,24930,25975,27805,14951,28,18756,30250,16661,23711,26630,24462,24124,31735,24857,1560,224,26454,45634,31855,18827,18629,14159,22557,28072,24809,21535,22651,14962,27076,24659,14770,28473,22186,16259,33712,29885,14400,13709,10836,24426,14666,19390,22272,29167,18032,3905,21728,20205,21375,20137,30906,23117,8056,11209
"1.1.1.86",0,17288,4250,98,775,4999,2009,2440,1521,1206,7857,604,8492,24028,26296,11161,11041,12636,24285,30337,30437,13642,18687,22551,8192,18471,10498,18370,16333,11688,14924,364606,45385,24878,15450,24878,14345,20556,4424,41739,25747,19475,10299,11538,16266,27032,22395,23049,23968,13018,28,16182,26443,14541,20803,23431,21249,21448,27744,21863,1493,214,22711,40115,27679,15217,15976,12072,19330,23889,21572,18805,17979,12727,23037,20539,12528,23709,18768,13710,29172,25668,11869,11373,9033,20513,12353,16272,18291,24033,15577,3441,18803,16954,17653,16778,25549,19369,8056,11209
"1.1.1.87",0,272,6,20,10,30,0,117,7,0,0,38,35,70,143,58,32,38,175,206,229,30,83,144,9,109,46,83,66,32,0,3201,339,284,55,52,23,129,21,319,164,106,60,21,43,45,46,52,165,23,0,75,153,47,105,147,46,106,121,69,0,0,22,67,22,20,31,13,9,16,2,10,39,20,39,73,0,7,25,14,23,23,6,0,10,25,91,113,196,319,20,8,122,105,200,150,164,192,0,0
"1.1.1.88",0,648,432,0,85,1131,625,1030,345,11,574,85,1405,3714,3902,1744,1710,1671,4124,4592,4814,1900,2932,3290,1301,3790,1393,2575,2377,2085,2838,70526,6379,4612,2202,2906,2347,3529,660,8595,5166,3915,1959,1988,3057,2490,3346,3701,4698,1970,0,2998,4304,2410,3560,3902,3210,3076,4794,3428,83,2,4020,7135,3820,2664,2884,2232,2056,4328,2828,2812,4575,2156,4347,3844,2255,2993,2357,1550,3942,4028,2260,1606,1878,3116,2314,3180,4224,5448,2378,372,3140,3440,4072,3424,5374,4061,5492,6990
"1.1.1.9",0,25,0,0,6,61,0,0,0,311,442,0,13,175,69,23,40,79,147,48,76,61,102,117,44,66,58,83,71,114,311,4063,385,187,120,203,82,149,7,244,149,56,20,85,131,16,176,153,127,55,0,97,162,171,106,142,124,75,150,78,145,0,177,347,412,15,149,121,380,129,196,159,114,77,231,237,180,552,484,326,480,251,84,166,35,336,50,50,111,211,159,2,173,23,111,141,101,110,0,0
"1.1.1.90",0,1976,313,0,155,493,13,985,182,15,822,29,129,585,548,291,452,860,771,883,1466,1089,1196,1304,230,544,525,998,750,401,535,22169,3770,952,1554,3229,655,1045,211,1259,805,309,537,532,793,1017,1890,1779,1001,588,0,818,1698,1036,1079,1272,1513,1300,1262,1361,35,26,863,2153,1439,421,974,497,959,802,913,652,859,494,1088,901,712,880,735,522,1271,1172,353,412,282,904,381,636,448,910,1079,278,818,531,660,668,958,511,1966,2454
"1.1.1.91",0,888,73,0,222,429,0,0,72,0,433,73,61,276,228,82,156,246,232,238,367,142,153,231,55,153,100,253,110,143,182,4349,450,248,197,280,81,153,29,318,94,85,66,43,126,97,169,234,186,90,0,118,302,111,147,127,326,144,138,159,624,116,333,218,304,207,209,106,212,377,293,157,78,258,333,274,135,230,177,140,366,343,97,165,108,185,54,87,150,160,112,18,167,90,199,262,198,132,0,0
"1.1.1.93",0,10022,13,0,330,646,23,284,84,15,3834,79,479,1022,1256,528,430,455,875,1627,1617,643,694,1040,235,552,205,691,709,460,1008,13676,2023,738,392,3260,611,729,130,1749,947,552,473,387,780,777,825,874,813,383,0,653,1343,437,876,868,1578,1154,1034,918,288,65,1672,2910,2109,1504,1116,683,1173,2228,1853,984,450,1112,2033,1583,1030,1373,1330,932,2790,2634,1091,1087,1229,1570,278,337,395,602,310,35,509,524,704,433,568,588,4170,6002
"1.1.1.94",0,17666,4803,104,808,5934,1169,3757,1338,1237,8777,689,8562,24285,26044,11436,11162,12772,23552,30457,30913,13850,19414,22755,8604,18793,10890,19128,17140,12336,13702,368262,45472,23454,15743,25915,14701,21003,4652,38674,24417,18146,10059,11602,16398,27343,22194,23304,23431,12917,28,15707,26301,14665,20482,22748,21261,20943,26418,21355,1555,240,22282,37949,24665,15476,15856,11841,15938,23570,20269,17476,17519,12501,21551,20056,12283,21693,16391,12400,26661,24660,11918,10790,9268,18744,12191,16582,18194,24610,16416,3716,18589,16812,17253,16689,26450,18727,10321,14084
"1.1.1.95",0,37587,7482,168,1765,7853,3433,6335,2443,1896,14357,561,15805,45869,48931,21138,21310,25153,48037,58505,58313,25898,35770,42862,15933,37370,19926,35831,31046,22771,31207,741032,87770,48433,28933,44391,26406,39815,8480,79257,49114,36102,18812,20784,30496,43995,41421,43566,45392,23678,37,30468,50501,27764,38665,44278,41283,40611,51991,41887,2647,385,45334,82497,54923,30690,31131,23839,40339,46329,41997,38500,36156,24304,46822,42214,25212,48801,38294,27493,58436,50698,24772,23277,17307,41629,22899,31242,36765,49303,28317,6234,35921,33538,36174,33124,49979,38377,16191,22142
"1.1.2.3",0,11331,1824,5,494,3122,63,1018,717,1284,6068,593,1220,4079,3795,1515,3025,4724,4098,6826,9908,6904,8308,9351,1122,2368,2474,5082,4516,2854,6576,122431,16727,4442,7568,14539,3356,5290,1102,6500,4338,1716,2889,3081,4668,8386,9159,9320,4186,2290,0,3428,8616,5002,5124,5224,7802,5715,5819,6012,1188,62,8532,18296,14957,5452,7516,6047,10711,9586,9612,8066,9822,5211,10229,9179,6786,14120,12556,8546,13982,12330,5780,5504,3697,12326,2276,2563,2116,3956,5028,1165,2982,2230,2273,2736,4658,2386,2642,3531
"1.1.2.4",0,21314,1735,20,660,2217,303,2170,1176,1333,4603,338,1965,6682,6531,2942,3077,4366,6818,8889,9060,4174,5233,6792,2339,5644,3259,6051,5034,3176,4330,93560,12794,6855,4294,7776,3938,5671,1352,9485,5842,4537,2895,3374,4644,7172,7520,7193,6310,3700,0,4594,8430,4374,5936,6937,8018,6972,7808,6755,1000,177,8814,13290,8918,7834,6180,3842,7114,8515,9500,7862,6140,4428,8682,7710,4834,10642,8756,6861,12003,8589,4556,5168,3761,9286,2490,3353,3829,4900,3354,694,4580,4196,4859,3921,5237,4436,0,0
"1.1.2.6",0,836,227,0,0,303,0,13,318,0,134,30,879,1532,1776,660,663,1475,1580,2787,4014,2467,2560,3140,453,945,850,1649,1762,807,2845,36618,5039,1429,1894,2648,1716,2269,471,3857,2143,773,1284,1106,1995,1582,3316,3300,2096,1068,0,1413,3334,1856,2205,2185,3028,2735,2311,2507,245,0,3786,9292,6742,1516,2768,1798,3566,4059,3477,2666,2062,1952,4221,3803,2788,2218,1678,1379,4822,4633,3087,1742,1823,3084,636,1002,985,1752,1718,406,1192,856,880,1192,1509,964,0,0
"1.1.2.7",0,50,376,0,42,0,0,0,626,668,0,0,224,1228,1350,444,386,612,902,1340,994,506,486,946,374,668,340,530,368,358,124,7323,1386,1472,346,432,604,741,178,2038,1126,1130,664,660,804,500,1082,922,1371,694,0,1186,1613,556,1149,1400,2054,1538,2188,1161,0,130,1221,1580,1106,1932,1007,478,1134,1178,1746,968,502,722,1682,1438,762,1858,1508,1300,2526,1168,648,907,758,1594,379,462,558,350,224,32,620,712,708,726,620,934,0,0
"1.1.2.8",0,1850,727,0,129,496,430,508,372,2624,1599,90,1003,3960,3488,1417,1421,2382,3115,4864,6738,4048,4968,4968,1035,2123,1714,2959,2856,1610,4820,72441,9454,3219,3852,6593,2788,4072,772,7224,4120,1585,2249,2621,3540,6415,6388,6681,4034,2024,0,2796,5932,3592,4192,4217,4486,4828,4346,4356,383,523,7717,18089,12786,5035,6487,4116,6528,8618,7536,5131,5049,4277,8659,7774,5596,6353,4836,3803,10718,10459,4642,3766,3822,6526,1364,2130,2343,3120,3203,777,2784,2169,2111,2383,3181,1999,3714,4948
"1.1.2.9",0,0,0,0,19,0,0,0,0,0,0,0,0,4,0,0,8,0,0,12,5,0,0,7,0,0,0,0,0,0,0,23,0,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,25,0,0,13,5,0,0,36,7,24,0,5,0,13,11,0,0,6,17,29,58,0,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.3.12",0,0,18,0,0,86,0,0,0,0,0,0,0,0,0,0,0,17,0,124,111,20,19,26,0,17,23,0,0,0,0,340,33,0,23,41,29,61,0,67,24,0,46,61,67,39,90,86,48,18,0,34,138,60,88,57,77,74,23,69,0,0,0,70,0,0,12,0,0,21,15,19,0,0,21,21,27,36,30,0,44,50,15,20,21,58,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"1.1.3.15",0,21603,6514,80,674,4515,2212,3391,2175,1089,8969,507,12451,35662,36797,15863,15285,20264,38695,45863,46650,20584,26534,33274,13400,29905,17107,28679,26214,17494,17616,515938,69757,37215,20489,32691,22945,32149,7396,59286,37668,28216,14270,16410,23424,30300,34406,33753,35768,20097,33,23225,38838,22088,31369,34921,32011,33551,39769,33262,517,227,33275,58562,34283,19934,21712,15591,22050,32721,30436,25862,21334,17544,28407,26916,15696,26510,19550,15462,33833,31361,14517,14454,11950,23716,17258,23022,27788,35286,21803,4899,28820,25533,27012,24490,36367,28478,8669,12007
"1.1.3.17",0,74,0,0,6,0,2,0,0,0,433,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.3.20",0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.1.3.21",0,1863,332,0,100,819,288,69,29,15,610,16,154,561,393,226,296,628,590,842,1370,1171,1334,1199,188,454,455,783,830,341,805,24328,3470,686,1425,4028,882,1272,309,1564,963,406,761,705,1104,1811,2239,2157,1220,612,0,796,1868,1168,1315,1311,1407,1431,1421,1338,29,2,1056,3759,2557,362,1157,696,1477,881,1173,895,1264,552,1263,1267,973,884,617,457,1909,1523,412,272,237,791,434,627,523,936,1168,356,755,487,359,771,1090,505,5713,8099
"1.1.3.41",0,2108,121,0,0,120,0,0,0,0,0,0,0,12,7,27,17,0,73,0,101,5,12,18,0,67,0,166,98,162,131,1349,45,25,52,0,0,4,10,0,0,0,0,0,0,204,0,56,43,0,0,14,50,3,26,51,63,45,45,0,331,35,54,92,131,52,5,8,118,42,32,48,21,20,54,2,46,30,57,24,106,52,42,28,15,44,10,9,14,12,24,0,17,21,0,18,11,20,0,0
"1.1.3.46",0,1273,433,0,116,180,110,284,37,0,1586,247,208,1419,1570,436,597,765,1208,1345,1341,765,755,1343,395,771,374,760,526,482,1010,15055,1661,1183,556,851,422,836,129,1619,974,454,347,496,764,325,847,765,659,567,0,658,1058,629,951,1075,694,757,931,872,22,0,1039,1993,1739,967,1164,841,926,1493,1099,715,384,731,1481,1303,1001,845,725,517,1525,1673,454,732,728,1033,323,533,742,705,564,166,794,750,804,422,821,706,452,615
"1.1.3.47",0,0,0,0,0,0,0,0,0,0,166,0,0,53,62,0,0,0,0,23,48,0,0,0,0,38,0,22,0,0,0,205,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,11,9,0,12,9,2,0,0,0,0,0,0,0,0,0,0,0,27,14,0,0,19,0,0,0,3,0,0,0,0,0,0,17,50,19,6,13,0,0,0,0,6,0,0,0,15,15,17,0,26,0,0
