"","V1","V2","V3","V4","V5","V6","V7"
"1b8d786db3d1cc860e39d9d4fc80946f","Bacteria","Gemmatimonadota","BD2-11 terrestrial group","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"1b90a117a1487dd61a86f7b60cc48c61","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17","Unassigned","Unassigned","Unassigned"
"1ba5906792a4114e2ae5eff7b21c801c","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured","uncultured bacterium"
"1bab75bfdb407847b66a9ea53ef1db00","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","uncultured bacterium","Unassigned"
"1bac7ebbbb2ba32587840582e26c08e4","Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","MSBL8","uncultured bacterium","Unassigned"
"1bb8807ce8302593df366509b994c66f","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","uncultured organism","Unassigned"
"1bbc92f66787e31c855e7752d7be6e66","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","Unassigned"
"1bcc63e492f44a683f42c193eebe8e69","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Unassigned","Unassigned"
"1bd2c2423b86d1da714aa326e51e850d","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Unassigned","Unassigned"
"1bd50020bf80a29b57011209fdf8d6e4","Bacteria","NB1-j","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"1bd6557f2be0ed9dac705fa8b19cebb9","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured bacterium"
"1bdc2e152f6cdc37a7add3827c9817c0","Bacteria","Chloroflexi","Anaerolineae","uncultured","uncultured bacterium","Unassigned","Unassigned"
"1bdee045cff41fd272695e1b5da56f1c","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"1be8102b21feb455787b186209825bb6","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Unassigned","Unassigned","Unassigned"
"1bf98ecc8838557b233f2eb03b523e63","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","uncultured","Unassigned"
"1bfea91dd26b6fd371bf54e8956d45d9","Bacteria","Patescibacteria","Parcubacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"1c0796131ff581aa095ec118f542f1ed","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","Unassigned"
"1c0ad31db392fbf16ac5a721bef3f046","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured bacterium"
"1c0e8ed8d58bbd756a5dc2ffed0dc81c","Bacteria","Chloroflexi","Anaerolineae","SBR1031","uncultured bacterium","Unassigned","Unassigned"
"1c11229bcc219c9cc13ab742f7a348c8","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned"
"1c174444a42be33add81acc10e6dc6e2","Bacteria","Latescibacterota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"1c183207f70e4382d90eef64c082e322","Bacteria","Planctomycetota","Pla3 lineage","Unassigned","Unassigned","Unassigned","Unassigned"
"1c299b09c95f87a1e61c6006fc968cd9","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","uncultured","Unassigned"
"1c3ac506158827266557da7a4718afc4","Bacteria","MBNT15","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"1c4363129a0e19c259bc990ccf03403a","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum","uncultured bacterium"
"1c4bed4c4cb88e531190e9f31266df78","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae UCG-011","uncultured bacterium"
"1c501b3aa0e83e780f8bf5c2d1a4c55c","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","Unassigned"
"1c543e0b6d151815d2c731409d37e83a","Bacteria","NB1-j","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"1c72c56a66155afbc34941f3a4516ac9","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unassigned"
"1c73e1dd8862b6fdbc044d6e0d9ecc26","Bacteria","Firmicutes","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium","Unassigned"
"1c81758c43c0ca40c7aad4c9d82e3dc9","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","uncultured","uncultured bacterium"
"1c9597a58c241bd242995826f3e0c6d0","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","Unassigned"
"1cadfc5d9e5893805cbfc387e28bedde","Archaea","Thermoplasmatota","Thermoplasmata","Marine Benthic Group D and DHVEG-1","uncultured archaeon","Unassigned","Unassigned"
"1caed09b1b85ce4bebb1a37eea3e3134","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","uncultured bacterium"
"1caf85894e8e6fbe5a1703623507bf58","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","uncultured bacterium","Unassigned","Unassigned"
"1cb1c327cb342aaaa3fdd79ed5a44b33","Bacteria","Elusimicrobiota","Lineage IIb","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"1cb1cab4e83db881e4cc221cb4a980f7","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter","Unassigned"
"1cb6ba1f21c7dc2f71df36a6b18f5354","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Oceanibulbus","Unassigned"
"1cbbc8e59171b21111dce8ef79453af3","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 11","Unassigned"
"1cc5272455a4dd14e3b9caebe20131c7","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Unassigned","Unassigned"
"1ccdcc59cc7c10f7794bf515530f2e68","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Halobacteriovorax","Unassigned"
"1cd5167bd62a56e2715d4ad5d849bde7","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","Unassigned","Unassigned"
"1cde827d7567dbda9605994e0998232f","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfotignum","Unassigned"
"1ce19caf808ca11469b5db9a3a9d0f65","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"1ce535983464a9d0d491dc048884bee2","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","uncultured","Unassigned"
"1ce64976e5351bef890d8490ecceb62a","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19 marine sediment group","uncultured bacterium"
"1cf5f883b3043e06f8fa4938b8dc8622","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Unassigned"
"1cfa27ff6a688b162637b2047a6a9b6f","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned"
"1cfaeea8ecf4ea3926874447788a0282","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured bacterium"
"1d095f8f53df6673474c40b6de6827fa","Bacteria","SAR324 clade(Marine group B)","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"1d26e6dee35d189ce1a4f0c930268cf8","Bacteria","Verrucomicrobiota","Verrucomicrobiae","LD1-PB3","uncultured bacterium","Unassigned","Unassigned"
"1d2fa434c6b0e95439e4a9e5efd33718","Bacteria","Acidobacteriota","Subgroup 22","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"1d392f24a32b912ec41b11425d3ef6cf","Bacteria","Myxococcota","bacteriap25","Unassigned","Unassigned","Unassigned","Unassigned"
"1d41db3d10858429a81a19159c80371b","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Unassigned","Unassigned"
"1d4287101d4e69b6bba45059df936480","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","uncultured","uncultured bacterium"
"1d520716bf30ef72b0aa494d14049c6b","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","uncultured bacterium"
"1d53d4c94240622ce5f78f606803395b","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"1d5f3c89398f2eca0c1e39096a2c7726","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Unassigned","Unassigned"
"1d636dc96053ce3ed68b8a0243ba0cf5","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","uncultured","uncultured bacterium"
"1d669aacc3d1cc0ab4ed1df1d2dcd103","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Kangiellaceae","Aliikangiella","uncultured bacterium"
"1d6af2195ecff18b457440936d667f86","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta 2","uncultured bacterium"
"1d6c18f691706844010d007c96157746","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","Unassigned"
"1d6c309b2faab177bc5110de82cd1fff","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","uncultured bacterium","Unassigned"
"1d6c5a93633d4909056e001c155cc250","Bacteria","Planctomycetota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"1d7b0b3fcbeb1fcc0c48ad0df1f97881","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Unassigned","Unassigned"
"1d7df63486926357c32e4d2ecaad2863","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","uncultured","uncultured bacterium","Unassigned"
"1d871a98eb0517081cd961c387252a73","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"1d8775b956c00fd6ca70401b36a97895","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","uncultured","uncultured bacterium","Unassigned"
"1d94ea6a377ff8be7f7fa9e76d07a19e","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thiomicrospiraceae","endosymbionts","uncultured bacterium"
"1d99fe4ec62ed3adf6acc7e8e2150cf4","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Cryomorpha","uncultured organism"
"1dacc40df241c86a86d29441870e498e","Bacteria","Zixibacteria","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"1dae2313d10f7e958da64393ecb196ad","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","Unassigned"
"1db1ce562124fd866059251abb942f95","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Unassigned","Unassigned"
"1db9193198e54940c0a10a5a76dfefb6","Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","uncultured bacterium","Unassigned","Unassigned"
"1dc008da297a2e8456a82367654201d3","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","Unassigned"
"1dcb7e0294af3c1ca94f580d532a46c8","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum","Unassigned"
"1dcf950123f5d26bd2f841e2694fb2cb","Bacteria","Myxococcota","Polyangia","MidBa8","Unassigned","Unassigned","Unassigned"
"1dd1153be92cd78505cceae8c03fd997","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5) clade","Unassigned"
"1dd6d6360909bc4b979628589fec6909","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","uncultured bacterium","Unassigned"
"1dd7babf2f2d3e953f8678e4832c0b43","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","Unassigned","Unassigned"
"1de84c646face1e449c559b3321cb8e0","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned"
"1df0701695bb87154430378c0cab2bd0","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Unassigned","Unassigned"
"1df189c84ad4f40d705f8994fc0a5e63","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","uncultured","Unassigned"
"1df548c815b492840d46c996939ea791","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","uncultured bacterium","Unassigned","Unassigned"
"1df7f14ab536e428666e0751da20626b","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured bacterium"
"1df932bea28b05d933ba41974fa7617c","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","uncultured organism","Unassigned","Unassigned"
"1dfdf94c38d3cf455119fbf068ff19e1","Bacteria","Latescibacterota","Latescibacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"1e006e67ca70aacd0c56f6d8a050b847","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","uncultured bacterium","Unassigned"
"1e014be2aab8e50cb9cb9d95f4754daa","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella","uncultured bacterium"
"1e060ef92eb5d4a1ab197dee806fbea0","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","Unassigned"
"1e0f85191669ea69b4aa870f583bb098","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Desulfosarcina","Unassigned"
"1e3771da406551076e54948f121add85","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","uncultured","uncultured bacterium"
"1e3c8557fb295ec3f419e34c1d6af026","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured organism"
"1e42026f59d8050bd960f78cd5bd5ea6","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Sediminispirochaeta","Unassigned"
"1e5038005eedcbceb201e3a0be881904","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","uncultured","Unassigned"
"1e63564dc26ca56c52b18f6f5fe808d9","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Psychromonadaceae","Psychromonas","Unassigned"
"1e660b243d89f4d13e76775d8c36c293","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Unassigned","Unassigned"
"1e6eaa657df78b20d3169a27b43fe4be","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","uncultured","Unassigned"
"1e72270cf5d1ef0bcbd92cde47906424","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","uncultured bacterium"
"1e7641622023e484e2fc6cf399fa7089","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","uncultured bacterium"
"1e7b94140b9dd794d9dfefe35fcc0350","Bacteria","Verrucomicrobiota","Lentisphaeria","SS1-B-02-17","Unassigned","Unassigned","Unassigned"
"1e7bcc493c395ac11ce1cf28de14a5a6","Bacteria","WS1","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"1e7be11bcfc5091bbbea3017a25f6fdb","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium","uncultured bacterium"
"1e7ca30e1e7cfa499e77dd75596ad9d8","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","4572-13","uncultured bacterium","Unassigned"
"1e7fcf796367ebaba1389bb915b837ee","Bacteria","Sva0485","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"1e89fc92269629cac12ccf96a1407ec7","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","AKAU3564 sediment group","uncultured organism","Unassigned"
"1e8d26c4ea675caed49acf54d064b561","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Unassigned","Unassigned","Unassigned"
"1e8eaf12bd91612ec3671e5501d32b6a","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Unassigned","Unassigned"
"1e8eba533d1486327c9205aa00ff16b5","Bacteria","Chloroflexi","JG30-KF-CM66","Unassigned","Unassigned","Unassigned","Unassigned"
"1ea5b36046ebe5f2d1f98ca450088a44","Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria","uncultured bacterium","Unassigned","Unassigned"
"1eaa6bf5dd182a9e01009c670811401d","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","Unassigned","Unassigned","Unassigned"
"1eb2bba3c0047fd58ffb73e7998d802a","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","NK4A214 group","uncultured bacterium"
"1eb7aaf7aa8b1357a70eaa04de3d3656","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"1ec59e40a3af1489d15575bcb078a265","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia","Unassigned"
"1ec9fd06c88669eb15764e0b441ade46","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Robbsia","Unassigned"
"1ed5c3ed6681483b8abb9576089516af","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Unassigned","Unassigned"
"1ee64b359e7c3906594ef7131ab1f58b","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea","Thalassotalea crassostreae"
"1eeb3a951603a4c877a4ba59a204763e","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","Unassigned"
"1eefe721f22f46332839694b3ed6d5b8","Bacteria","SAR324 clade(Marine group B)","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"1ef88ea6ea4455a5be4575ad89b091eb","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus Omnitrophus","uncultured bacterium"
"1efbe015f60aaff803a9565b057c7dbe","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Carboxylicivirga","uncultured bacterium"
"1efc301c9cc6568fd862fa7e479ce6df","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Unassigned","Unassigned"
"1f04072c45d582cd12750b38c580726f","Bacteria","Firmicutes","Bacilli","Izemoplasmatales","uncultured bacterium","Unassigned","Unassigned"
"1f116666983eb3a5d719999bc7463b8b","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC AAA286-E23","Unassigned","Unassigned"
"1f135f3b5c218fb495142276eaa99b23","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","Unassigned"
"1f25302398a08fa973d6ebae46465f9e","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996 marine group","uncultured bacterium"
"1f2b1be31c0680c1969317f03c5fb6a9","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","uncultured bacterium","Unassigned"
"1f375e5ecd16ee771968882984f9bd32","Archaea","Crenarchaeota","Bathyarchaeia","uncultured archaeon","Unassigned","Unassigned","Unassigned"
"1f3e0e00723a8b239da5ee4874e79498","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","uncultured bacterium"
"1f3fa30f4e7ba6eb2ede6c2b51da0054","Bacteria","Planctomycetota","OM190","Unassigned","Unassigned","Unassigned","Unassigned"
"1f406e0e1f94d708ae4d795ba7478672","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured bacterium"
"1f4658826d1f6a064b59c258b454d7d7","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea","uncultured bacterium"
"1f47ac865fe14f46df981543aa401f48","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"1f5279e44864bcefb6cba6df2eb9aca9","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured organism"
